Contract_ID,tenure,CustomerID,Contract,PaperlessBilling,PaymentMethod
CONT5247,2,C5247,Month-to-month,Yes,Electronic check
CONT5248,27,C5248,Month-to-month,Yes,Mailed check
CONT5249,12,C5249,Two year,Yes,Electronic check
CONT5250,72,C5250,Two year,No,Credit card (automatic)
CONT5251,12,C5251,Month-to-month,No,Electronic check
CONT5252,5,C5252,Month-to-month,Yes,Mailed check
CONT5253,71,C5253,Month-to-month,Yes,Electronic check
CONT5254,35,C5254,One year,Yes,Electronic check
CONT5255,70,C5255,Two year,No,Credit card (automatic)
CONT5256,31,C5256,Month-to-month,Yes,Electronic check
CONT5257,52,C5257,Two year,Yes,Bank transfer (automatic)
CONT5258,37,C5258,Month-to-month,Yes,Electronic check
CONT5259,69,C5259,One year,Yes,Bank transfer (automatic)
CONT5260,30,C5260,Month-to-month,No,Mailed check
CONT5261,33,C5261,Month-to-month,Yes,Electronic check
CONT5262,54,C5262,Two year,Yes,Electronic check
CONT5263,59,C5263,One year,No,Bank transfer (automatic)
CONT5264,55,C5264,Month-to-month,Yes,Electronic check
CONT5265,69,C5265,One year,Yes,Credit card (automatic)
CONT5266,66,C5266,One year,Yes,Bank transfer (automatic)
CONT5267,37,C5267,One year,Yes,Mailed check
CONT5268,9,C5268,One year,No,Credit card (automatic)
CONT5269,69,C5269,Two year,No,Bank transfer (automatic)
CONT5270,10,C5270,Month-to-month,Yes,Mailed check
CONT5271,40,C5271,Month-to-month,Yes,Mailed check
CONT5272,13,C5272,Month-to-month,No,Credit card (automatic)
CONT5273,6,C5273,Month-to-month,Yes,Electronic check
CONT5274,69,C5274,Two year,No,Bank transfer (automatic)
CONT5275,66,C5275,One year,Yes,Credit card (automatic)
CONT5276,11,C5276,Month-to-month,No,Electronic check
CONT5277,46,C5277,One year,No,Mailed check
CONT5278,6,C5278,Month-to-month,No,Electronic check
CONT5279,56,C5279,Month-to-month,Yes,Mailed check
CONT5280,70,C5280,Two year,No,Credit card (automatic)
CONT5281,33,C5281,One year,Yes,Electronic check
CONT5282,72,C5282,Two year,No,Credit card (automatic)
CONT5283,3,C5283,Month-to-month,Yes,Electronic check
CONT5284,19,C5284,Month-to-month,No,Mailed check
CONT5285,5,C5285,Month-to-month,No,Electronic check
CONT5286,71,C5286,Two year,Yes,Credit card (automatic)
CONT5287,8,C5287,Month-to-month,Yes,Electronic check
CONT5288,1,C5288,Month-to-month,No,Credit card (automatic)
CONT5289,1,C5289,Month-to-month,Yes,Electronic check
CONT5290,61,C5290,One year,Yes,Mailed check
CONT5291,71,C5291,Two year,No,Bank transfer (automatic)
CONT5292,68,C5292,One year,No,Credit card (automatic)
CONT5293,46,C5293,One year,No,Credit card (automatic)
CONT5294,33,C5294,One year,No,Bank transfer (automatic)
CONT5295,53,C5295,Two year,Yes,Bank transfer (automatic)
CONT5296,50,C5296,Month-to-month,No,Bank transfer (automatic)
CONT5297,57,C5297,One year,Yes,Credit card (automatic)
CONT5298,54,C5298,Two year,Yes,Bank transfer (automatic)
CONT5299,60,C5299,Month-to-month,Yes,Electronic check
CONT5300,28,C5300,Month-to-month,Yes,Credit card (automatic)
CONT5301,1,C5301,Month-to-month,Yes,Mailed check
CONT5302,29,C5302,Month-to-month,Yes,Electronic check
CONT5303,10,C5303,Month-to-month,Yes,Electronic check
CONT5304,43,C5304,Month-to-month,Yes,Electronic check
CONT5305,13,C5305,Month-to-month,No,Bank transfer (automatic)
CONT5306,43,C5306,Two year,Yes,Electronic check
CONT5307,19,C5307,Month-to-month,Yes,Electronic check
CONT5308,1,C5308,Month-to-month,Yes,Electronic check
CONT5309,69,C5309,Two year,Yes,Credit card (automatic)
CONT5310,61,C5310,Two year,No,Credit card (automatic)
CONT5311,43,C5311,Month-to-month,No,Bank transfer (automatic)
CONT5312,6,C5312,Month-to-month,No,Bank transfer (automatic)
CONT5313,1,C5313,Month-to-month,No,Mailed check
CONT5314,56,C5314,Month-to-month,No,Mailed check
CONT5315,70,C5315,Two year,No,Bank transfer (automatic)
CONT5316,1,C5316,Month-to-month,Yes,Electronic check
CONT5317,49,C5317,One year,Yes,Electronic check
CONT5318,6,C5318,Month-to-month,Yes,Bank transfer (automatic)
CONT5319,32,C5319,Two year,No,Mailed check
CONT5320,72,C5320,Two year,Yes,Mailed check
CONT5321,37,C5321,Two year,No,Credit card (automatic)
CONT5322,69,C5322,One year,Yes,Credit card (automatic)
CONT5323,26,C5323,Month-to-month,No,Bank transfer (automatic)
CONT5324,58,C5324,One year,Yes,Credit card (automatic)
CONT5325,24,C5325,One year,No,Bank transfer (automatic)
CONT5326,5,C5326,One year,No,Electronic check
CONT5327,15,C5327,Month-to-month,Yes,Electronic check
CONT5328,30,C5328,Two year,No,Mailed check
CONT5329,55,C5329,One year,Yes,Credit card (automatic)
CONT5330,25,C5330,Month-to-month,Yes,Bank transfer (automatic)
CONT5331,10,C5331,Month-to-month,Yes,Mailed check
CONT5332,44,C5332,Two year,Yes,Credit card (automatic)
CONT5333,47,C5333,One year,Yes,Mailed check
CONT5334,13,C5334,Month-to-month,No,Electronic check
CONT5335,49,C5335,Two year,Yes,Bank transfer (automatic)
CONT5336,64,C5336,One year,Yes,Mailed check
CONT5337,1,C5337,Month-to-month,No,Mailed check
CONT5338,20,C5338,Month-to-month,No,Mailed check
CONT5339,37,C5339,Two year,No,Electronic check
CONT5340,30,C5340,Month-to-month,No,Electronic check
CONT5341,38,C5341,One year,No,Bank transfer (automatic)
CONT5342,1,C5342,Month-to-month,Yes,Mailed check
CONT5343,37,C5343,Month-to-month,Yes,Electronic check
CONT5344,52,C5344,Two year,No,Credit card (automatic)
CONT5345,71,C5345,Two year,Yes,Credit card (automatic)
CONT5346,26,C5346,Month-to-month,No,Electronic check
CONT5347,66,C5347,Two year,Yes,Credit card (automatic)
CONT5348,72,C5348,Two year,Yes,Credit card (automatic)
CONT5349,25,C5349,One year,Yes,Credit card (automatic)
CONT5350,69,C5350,Two year,Yes,Bank transfer (automatic)
CONT5351,53,C5351,Two year,No,Bank transfer (automatic)
CONT5352,12,C5352,One year,No,Mailed check
CONT5353,26,C5353,Month-to-month,Yes,Electronic check
CONT5354,21,C5354,Month-to-month,No,Mailed check
CONT5355,1,C5355,Month-to-month,Yes,Electronic check
CONT5356,48,C5356,Month-to-month,Yes,Electronic check
CONT5357,26,C5357,One year,No,Credit card (automatic)
CONT5358,60,C5358,Two year,No,Mailed check
CONT5359,18,C5359,Month-to-month,No,Mailed check
CONT5360,10,C5360,Month-to-month,Yes,Electronic check
CONT5361,5,C5361,Month-to-month,Yes,Electronic check
CONT5362,4,C5362,One year,Yes,Mailed check
CONT5363,65,C5363,Two year,No,Credit card (automatic)
CONT5364,70,C5364,Two year,No,Mailed check
CONT5365,18,C5365,Month-to-month,Yes,Credit card (automatic)
CONT5366,62,C5366,Two year,No,Bank transfer (automatic)
CONT5367,66,C5367,Two year,Yes,Electronic check
CONT5368,65,C5368,Two year,Yes,Bank transfer (automatic)
CONT5369,3,C5369,Month-to-month,Yes,Electronic check
CONT5370,34,C5370,Month-to-month,No,Mailed check
CONT5371,16,C5371,Month-to-month,Yes,Bank transfer (automatic)
CONT5372,54,C5372,One year,Yes,Bank transfer (automatic)
CONT5373,50,C5373,Month-to-month,Yes,Electronic check
CONT5374,71,C5374,Two year,Yes,Electronic check
CONT5375,10,C5375,Month-to-month,Yes,Electronic check
CONT5376,1,C5376,Month-to-month,Yes,Electronic check
CONT5377,18,C5377,One year,No,Mailed check
CONT5378,4,C5378,Month-to-month,Yes,Electronic check
CONT5379,58,C5379,Two year,No,Mailed check
CONT5380,56,C5380,One year,Yes,Electronic check
CONT5381,2,C5381,Month-to-month,Yes,Electronic check
CONT5382,32,C5382,Month-to-month,Yes,Electronic check
CONT5383,56,C5383,One year,Yes,Mailed check
CONT5384,36,C5384,Month-to-month,Yes,Electronic check
CONT5385,4,C5385,Month-to-month,Yes,Mailed check
CONT5386,53,C5386,Month-to-month,No,Bank transfer (automatic)
CONT5387,10,C5387,Month-to-month,Yes,Credit card (automatic)
CONT5388,4,C5388,Month-to-month,No,Electronic check
CONT5389,1,C5389,Month-to-month,No,Mailed check
CONT5390,51,C5390,Month-to-month,No,Mailed check
CONT5391,12,C5391,Month-to-month,Yes,Electronic check
CONT5392,6,C5392,One year,Yes,Mailed check
CONT5393,63,C5393,Two year,No,Bank transfer (automatic)
CONT5394,1,C5394,Month-to-month,Yes,Electronic check
CONT5395,48,C5395,Month-to-month,Yes,Credit card (automatic)
CONT5396,5,C5396,Month-to-month,Yes,Credit card (automatic)
CONT5397,35,C5397,One year,Yes,Credit card (automatic)
CONT5398,6,C5398,Month-to-month,Yes,Electronic check
CONT5399,2,C5399,Month-to-month,No,Mailed check
CONT5400,50,C5400,One year,No,Bank transfer (automatic)
CONT5401,33,C5401,Month-to-month,Yes,Bank transfer (automatic)
CONT5402,31,C5402,Two year,No,Mailed check
CONT5403,9,C5403,Two year,No,Mailed check
CONT5404,54,C5404,Month-to-month,Yes,Electronic check
CONT5405,46,C5405,One year,Yes,Credit card (automatic)
CONT5406,34,C5406,One year,Yes,Electronic check
CONT5407,71,C5407,Two year,Yes,Electronic check
CONT5408,63,C5408,Two year,No,Mailed check
CONT5409,51,C5409,Two year,No,Bank transfer (automatic)
CONT5410,26,C5410,Month-to-month,Yes,Electronic check
CONT5411,64,C5411,Two year,Yes,Bank transfer (automatic)
CONT5412,1,C5412,Month-to-month,Yes,Electronic check
CONT5413,61,C5413,One year,Yes,Bank transfer (automatic)
CONT5414,15,C5414,Month-to-month,Yes,Credit card (automatic)
CONT5415,64,C5415,One year,Yes,Credit card (automatic)
CONT5416,18,C5416,Month-to-month,Yes,Electronic check
CONT5417,57,C5417,One year,Yes,Electronic check
CONT5418,14,C5418,Two year,Yes,Bank transfer (automatic)
CONT5419,18,C5419,Month-to-month,Yes,Credit card (automatic)
CONT5420,72,C5420,Two year,No,Bank transfer (automatic)
CONT5421,70,C5421,Two year,No,Credit card (automatic)
CONT5422,38,C5422,Two year,No,Mailed check
CONT5423,68,C5423,Two year,No,Credit card (automatic)
CONT5424,13,C5424,Month-to-month,Yes,Electronic check
CONT5425,65,C5425,Two year,Yes,Credit card (automatic)
CONT5426,30,C5426,Month-to-month,No,Electronic check
CONT5427,51,C5427,Two year,Yes,Bank transfer (automatic)
CONT5428,31,C5428,Month-to-month,Yes,Credit card (automatic)
CONT5429,9,C5429,Month-to-month,No,Electronic check
CONT5430,72,C5430,Two year,Yes,Bank transfer (automatic)
CONT5431,10,C5431,Month-to-month,Yes,Credit card (automatic)
CONT5432,37,C5432,One year,Yes,Electronic check
CONT5433,2,C5433,Month-to-month,No,Electronic check
CONT5434,55,C5434,One year,Yes,Mailed check
CONT5435,33,C5435,Month-to-month,Yes,Bank transfer (automatic)
CONT5436,46,C5436,One year,No,Bank transfer (automatic)
CONT5437,1,C5437,Month-to-month,No,Electronic check
CONT5438,20,C5438,Month-to-month,Yes,Mailed check
CONT5439,9,C5439,Month-to-month,Yes,Electronic check
CONT5440,32,C5440,Month-to-month,Yes,Credit card (automatic)
CONT5441,19,C5441,Month-to-month,Yes,Bank transfer (automatic)
CONT5442,70,C5442,Two year,No,Credit card (automatic)
CONT5443,61,C5443,Two year,Yes,Credit card (automatic)
CONT5444,26,C5444,Month-to-month,No,Electronic check
CONT5445,45,C5445,Month-to-month,Yes,Bank transfer (automatic)
CONT5446,62,C5446,Two year,Yes,Credit card (automatic)
CONT5447,1,C5447,Month-to-month,No,Mailed check
CONT5448,3,C5448,Month-to-month,No,Mailed check
CONT5449,41,C5449,One year,Yes,Bank transfer (automatic)
CONT5450,67,C5450,Two year,No,Bank transfer (automatic)
CONT5451,1,C5451,Month-to-month,Yes,Mailed check
CONT5452,71,C5452,One year,No,Mailed check
CONT5453,37,C5453,One year,No,Bank transfer (automatic)
CONT5454,60,C5454,Two year,Yes,Mailed check
CONT5455,1,C5455,Month-to-month,Yes,Electronic check
CONT5456,6,C5456,Month-to-month,No,Credit card (automatic)
CONT5457,13,C5457,Month-to-month,Yes,Electronic check
CONT5458,11,C5458,Month-to-month,No,Bank transfer (automatic)
CONT5459,7,C5459,Month-to-month,Yes,Mailed check
CONT5460,10,C5460,Month-to-month,Yes,Electronic check
CONT5461,34,C5461,Two year,No,Credit card (automatic)
CONT5462,62,C5462,Two year,Yes,Mailed check
CONT5463,64,C5463,One year,Yes,Mailed check
CONT5464,1,C5464,Month-to-month,Yes,Bank transfer (automatic)
CONT5465,25,C5465,Two year,Yes,Mailed check
CONT5466,26,C5466,One year,Yes,Mailed check
CONT5467,10,C5467,One year,Yes,Bank transfer (automatic)
CONT5468,53,C5468,One year,No,Mailed check
CONT5469,7,C5469,Month-to-month,Yes,Electronic check
CONT5470,33,C5470,Month-to-month,Yes,Credit card (automatic)
CONT5471,71,C5471,Two year,No,Credit card (automatic)
CONT5472,29,C5472,Month-to-month,Yes,Electronic check
CONT5473,24,C5473,Month-to-month,No,Bank transfer (automatic)
CONT5474,20,C5474,Month-to-month,Yes,Electronic check
CONT5475,1,C5475,Month-to-month,Yes,Electronic check
CONT5476,54,C5476,Month-to-month,Yes,Credit card (automatic)
CONT5477,5,C5477,Month-to-month,Yes,Mailed check
CONT5478,72,C5478,Two year,Yes,Bank transfer (automatic)
CONT5479,52,C5479,Two year,Yes,Electronic check
CONT5480,9,C5480,Month-to-month,No,Electronic check
CONT5481,1,C5481,Month-to-month,Yes,Mailed check
CONT5482,1,C5482,Month-to-month,Yes,Electronic check
CONT5483,33,C5483,One year,Yes,Mailed check
CONT5484,55,C5484,Month-to-month,Yes,Electronic check
CONT5485,69,C5485,Two year,Yes,Electronic check
CONT5486,1,C5486,Month-to-month,Yes,Mailed check
CONT5487,54,C5487,Two year,No,Bank transfer (automatic)
CONT5488,33,C5488,One year,Yes,Mailed check
CONT5489,45,C5489,One year,Yes,Bank transfer (automatic)
CONT5490,11,C5490,Month-to-month,No,Electronic check
CONT5491,6,C5491,Month-to-month,Yes,Bank transfer (automatic)
CONT5492,21,C5492,Month-to-month,No,Bank transfer (automatic)
CONT5493,65,C5493,Two year,Yes,Bank transfer (automatic)
CONT5494,6,C5494,Month-to-month,Yes,Electronic check
CONT5495,8,C5495,Month-to-month,No,Electronic check
CONT5496,11,C5496,Month-to-month,Yes,Electronic check
CONT5497,43,C5497,Two year,No,Mailed check
CONT5498,49,C5498,One year,Yes,Bank transfer (automatic)
CONT5499,1,C5499,Month-to-month,No,Electronic check
CONT5500,15,C5500,Month-to-month,Yes,Electronic check
CONT5501,60,C5501,Two year,No,Bank transfer (automatic)
CONT5502,17,C5502,Month-to-month,No,Credit card (automatic)
CONT5503,16,C5503,Month-to-month,Yes,Bank transfer (automatic)
CONT5504,35,C5504,One year,No,Bank transfer (automatic)
CONT5505,44,C5505,One year,No,Mailed check
CONT5506,12,C5506,One year,No,Credit card (automatic)
CONT5507,1,C5507,Month-to-month,No,Mailed check
CONT5508,28,C5508,One year,Yes,Electronic check
CONT5509,70,C5509,Two year,No,Bank transfer (automatic)
CONT5510,5,C5510,Month-to-month,No,Mailed check
CONT5511,18,C5511,Month-to-month,No,Credit card (automatic)
CONT5512,70,C5512,Two year,Yes,Credit card (automatic)
CONT5513,9,C5513,Month-to-month,Yes,Mailed check
CONT5514,67,C5514,Two year,Yes,Bank transfer (automatic)
CONT5515,1,C5515,Month-to-month,Yes,Bank transfer (automatic)
CONT5516,18,C5516,Two year,No,Mailed check
CONT5517,4,C5517,Month-to-month,No,Credit card (automatic)
CONT5518,71,C5518,One year,Yes,Bank transfer (automatic)
CONT5519,30,C5519,Month-to-month,Yes,Electronic check
CONT5520,1,C5520,Month-to-month,No,Mailed check
CONT5521,55,C5521,One year,Yes,Credit card (automatic)
CONT5522,59,C5522,Month-to-month,Yes,Electronic check
CONT5523,1,C5523,Month-to-month,Yes,Mailed check
CONT5524,7,C5524,Month-to-month,Yes,Bank transfer (automatic)
CONT5525,45,C5525,Two year,No,Bank transfer (automatic)
CONT5526,54,C5526,One year,Yes,Bank transfer (automatic)
CONT5527,51,C5527,One year,Yes,Mailed check
CONT5528,72,C5528,One year,No,Credit card (automatic)
CONT5529,44,C5529,One year,Yes,Bank transfer (automatic)
CONT5530,2,C5530,Month-to-month,No,Mailed check
CONT5531,66,C5531,One year,Yes,Bank transfer (automatic)
CONT5532,68,C5532,One year,No,Mailed check
CONT5533,31,C5533,Two year,No,Credit card (automatic)
CONT5534,21,C5534,Month-to-month,Yes,Bank transfer (automatic)
CONT5535,21,C5535,Month-to-month,No,Electronic check
CONT5536,55,C5536,Two year,Yes,Bank transfer (automatic)
CONT5537,9,C5537,Month-to-month,Yes,Credit card (automatic)
CONT5538,71,C5538,Two year,Yes,Bank transfer (automatic)
CONT5539,1,C5539,Month-to-month,Yes,Electronic check
CONT5540,22,C5540,One year,No,Mailed check
CONT5541,1,C5541,Month-to-month,No,Mailed check
CONT5542,61,C5542,Two year,Yes,Electronic check
CONT5543,67,C5543,Two year,No,Bank transfer (automatic)
CONT5544,14,C5544,Month-to-month,No,Electronic check
CONT5545,59,C5545,Month-to-month,Yes,Electronic check
CONT5546,21,C5546,Month-to-month,No,Bank transfer (automatic)
CONT5547,4,C5547,Month-to-month,No,Mailed check
CONT5548,3,C5548,Month-to-month,Yes,Electronic check
CONT5549,70,C5549,Two year,No,Bank transfer (automatic)
CONT5550,3,C5550,Month-to-month,Yes,Electronic check
CONT5551,21,C5551,One year,No,Bank transfer (automatic)
CONT5552,20,C5552,Month-to-month,Yes,Credit card (automatic)
CONT5553,22,C5553,One year,No,Bank transfer (automatic)
CONT5554,1,C5554,Month-to-month,Yes,Mailed check
CONT5555,63,C5555,Two year,Yes,Mailed check
CONT5556,70,C5556,Two year,No,Bank transfer (automatic)
CONT5557,13,C5557,Month-to-month,Yes,Electronic check
CONT5558,5,C5558,Month-to-month,No,Electronic check
CONT5559,72,C5559,Two year,Yes,Credit card (automatic)
CONT5560,13,C5560,Month-to-month,Yes,Electronic check
CONT5561,61,C5561,Month-to-month,No,Credit card (automatic)
CONT5562,1,C5562,Month-to-month,No,Electronic check
CONT5563,56,C5563,Month-to-month,Yes,Bank transfer (automatic)
CONT5564,4,C5564,Month-to-month,No,Mailed check
CONT5565,35,C5565,Two year,No,Mailed check
CONT5566,18,C5566,Month-to-month,Yes,Electronic check
CONT5567,72,C5567,Two year,No,Bank transfer (automatic)
CONT5568,49,C5568,One year,No,Bank transfer (automatic)
CONT5569,44,C5569,Month-to-month,Yes,Credit card (automatic)
CONT5570,3,C5570,Month-to-month,Yes,Mailed check
CONT5571,37,C5571,Month-to-month,Yes,Electronic check
CONT5572,61,C5572,One year,Yes,Electronic check
CONT5573,70,C5573,Two year,Yes,Credit card (automatic)
CONT5574,1,C5574,Month-to-month,Yes,Electronic check
CONT5575,41,C5575,Month-to-month,No,Electronic check
CONT5576,70,C5576,One year,No,Bank transfer (automatic)
CONT5577,1,C5577,Month-to-month,Yes,Mailed check
CONT5578,51,C5578,One year,No,Electronic check
CONT5579,42,C5579,Two year,No,Mailed check
CONT5580,70,C5580,Two year,No,Bank transfer (automatic)
CONT5581,48,C5581,One year,No,Bank transfer (automatic)
CONT5582,68,C5582,Two year,Yes,Electronic check
CONT5583,48,C5583,Two year,No,Credit card (automatic)
CONT5584,26,C5584,Month-to-month,No,Electronic check
CONT5585,11,C5585,Month-to-month,Yes,Bank transfer (automatic)
CONT5586,1,C5586,Month-to-month,Yes,Mailed check
CONT5587,27,C5587,One year,No,Mailed check
CONT5588,46,C5588,One year,Yes,Bank transfer (automatic)
CONT5589,1,C5589,Month-to-month,Yes,Mailed check
CONT5590,46,C5590,Two year,No,Credit card (automatic)
CONT5591,25,C5591,Month-to-month,Yes,Mailed check
CONT5592,4,C5592,Month-to-month,Yes,Electronic check
CONT5593,13,C5593,Two year,No,Mailed check
CONT5594,31,C5594,One year,Yes,Credit card (automatic)
CONT5595,23,C5595,Month-to-month,Yes,Electronic check
CONT5596,2,C5596,Month-to-month,No,Mailed check
CONT5597,65,C5597,Two year,No,Bank transfer (automatic)
CONT5598,22,C5598,Month-to-month,Yes,Bank transfer (automatic)
CONT5599,55,C5599,One year,No,Credit card (automatic)
CONT5600,9,C5600,Month-to-month,Yes,Mailed check
CONT5601,7,C5601,Month-to-month,Yes,Bank transfer (automatic)
CONT5602,35,C5602,One year,No,Mailed check
CONT5603,6,C5603,Two year,Yes,Mailed check
CONT5604,1,C5604,Month-to-month,Yes,Credit card (automatic)
CONT5605,17,C5605,Month-to-month,Yes,Electronic check
CONT5606,10,C5606,Month-to-month,No,Mailed check
CONT5607,15,C5607,One year,No,Credit card (automatic)
CONT5608,40,C5608,Month-to-month,Yes,Electronic check
CONT5609,13,C5609,One year,No,Bank transfer (automatic)
CONT5610,29,C5610,Month-to-month,Yes,Bank transfer (automatic)
CONT5611,3,C5611,Month-to-month,Yes,Electronic check
CONT5612,58,C5612,Month-to-month,Yes,Bank transfer (automatic)
CONT5613,45,C5613,One year,Yes,Credit card (automatic)
CONT5614,72,C5614,Two year,Yes,Bank transfer (automatic)
CONT5615,68,C5615,One year,Yes,Bank transfer (automatic)
CONT5616,1,C5616,Month-to-month,Yes,Bank transfer (automatic)
CONT5617,38,C5617,Month-to-month,No,Electronic check
CONT5618,2,C5618,Month-to-month,No,Mailed check
CONT5619,11,C5619,Month-to-month,No,Mailed check
CONT5620,20,C5620,One year,Yes,Bank transfer (automatic)
CONT5621,72,C5621,Two year,Yes,Bank transfer (automatic)
CONT5622,3,C5622,Month-to-month,Yes,Credit card (automatic)
CONT5623,23,C5623,Month-to-month,Yes,Mailed check
CONT5624,40,C5624,Month-to-month,Yes,Electronic check
CONT5625,62,C5625,Month-to-month,Yes,Bank transfer (automatic)
CONT5626,22,C5626,Month-to-month,Yes,Electronic check
CONT5627,11,C5627,Month-to-month,No,Bank transfer (automatic)
CONT5628,7,C5628,Month-to-month,Yes,Electronic check
CONT5629,13,C5629,Month-to-month,Yes,Electronic check
CONT5630,1,C5630,Month-to-month,No,Mailed check
CONT5631,39,C5631,Month-to-month,Yes,Electronic check
CONT5632,3,C5632,Month-to-month,No,Mailed check
CONT5633,58,C5633,Two year,No,Credit card (automatic)
CONT5634,6,C5634,Month-to-month,No,Mailed check
CONT5635,1,C5635,Month-to-month,Yes,Electronic check
CONT5636,22,C5636,Month-to-month,Yes,Mailed check
CONT5637,14,C5637,Month-to-month,No,Electronic check
CONT5638,64,C5638,One year,No,Credit card (automatic)
CONT5639,1,C5639,Month-to-month,No,Electronic check
CONT5640,6,C5640,Month-to-month,No,Mailed check
CONT5641,1,C5641,Month-to-month,No,Electronic check
CONT5642,39,C5642,One year,No,Bank transfer (automatic)
CONT5643,20,C5643,One year,No,Mailed check
CONT5644,1,C5644,Month-to-month,Yes,Electronic check
CONT5645,1,C5645,Month-to-month,No,Electronic check
CONT5646,64,C5646,One year,Yes,Credit card (automatic)
CONT5647,1,C5647,Month-to-month,No,Mailed check
CONT5648,46,C5648,Month-to-month,Yes,Credit card (automatic)
CONT5649,28,C5649,One year,Yes,Electronic check
CONT5650,33,C5650,Month-to-month,No,Mailed check
CONT5651,39,C5651,One year,No,Electronic check
CONT5652,42,C5652,Month-to-month,Yes,Electronic check
CONT5653,1,C5653,Month-to-month,Yes,Electronic check
CONT5654,7,C5654,Month-to-month,Yes,Electronic check
CONT5655,70,C5655,Two year,No,Credit card (automatic)
CONT5656,65,C5656,Two year,Yes,Bank transfer (automatic)
CONT5657,1,C5657,Month-to-month,No,Electronic check
CONT5658,18,C5658,Month-to-month,Yes,Electronic check
CONT5659,24,C5659,Month-to-month,Yes,Electronic check
CONT5660,63,C5660,Two year,Yes,Bank transfer (automatic)
CONT5661,44,C5661,One year,Yes,Mailed check
CONT5662,4,C5662,Month-to-month,Yes,Electronic check
CONT5663,1,C5663,Month-to-month,Yes,Electronic check
CONT5664,37,C5664,Month-to-month,Yes,Electronic check
CONT5665,10,C5665,Month-to-month,Yes,Credit card (automatic)
CONT5666,34,C5666,Month-to-month,Yes,Bank transfer (automatic)
CONT5667,35,C5667,One year,No,Credit card (automatic)
CONT5668,4,C5668,Month-to-month,No,Electronic check
CONT5669,39,C5669,Month-to-month,Yes,Electronic check
CONT5670,43,C5670,One year,Yes,Bank transfer (automatic)
CONT5671,17,C5671,Month-to-month,No,Mailed check
CONT5672,61,C5672,Two year,No,Bank transfer (automatic)
CONT5673,49,C5673,One year,No,Electronic check
CONT5674,4,C5674,One year,No,Mailed check
CONT5675,64,C5675,Two year,No,Electronic check
CONT5676,3,C5676,Month-to-month,Yes,Mailed check
CONT5677,1,C5677,Month-to-month,No,Electronic check
CONT5678,40,C5678,One year,No,Electronic check
CONT5679,1,C5679,Month-to-month,Yes,Electronic check
CONT5680,8,C5680,Month-to-month,Yes,Electronic check
CONT5681,1,C5681,Month-to-month,Yes,Mailed check
CONT5682,34,C5682,One year,No,Bank transfer (automatic)
CONT5683,1,C5683,Month-to-month,No,Electronic check
CONT5684,39,C5684,Month-to-month,Yes,Electronic check
CONT5685,58,C5685,One year,Yes,Credit card (automatic)
CONT5686,45,C5686,Two year,No,Electronic check
CONT5687,6,C5687,Month-to-month,Yes,Bank transfer (automatic)
CONT5688,43,C5688,One year,Yes,Credit card (automatic)
CONT5689,41,C5689,Two year,Yes,Mailed check
CONT5690,5,C5690,Month-to-month,Yes,Electronic check
CONT5691,72,C5691,Two year,Yes,Credit card (automatic)
CONT5692,4,C5692,One year,No,Mailed check
CONT5693,9,C5693,Month-to-month,No,Mailed check
CONT5694,72,C5694,Two year,Yes,Credit card (automatic)
CONT5695,33,C5695,One year,Yes,Mailed check
CONT5696,72,C5696,Two year,No,Bank transfer (automatic)
CONT5697,22,C5697,Month-to-month,Yes,Electronic check
CONT5698,70,C5698,One year,Yes,Electronic check
CONT5699,21,C5699,Month-to-month,No,Electronic check
CONT5700,15,C5700,Month-to-month,No,Electronic check
CONT5701,29,C5701,Month-to-month,Yes,Electronic check
CONT5702,15,C5702,Month-to-month,No,Bank transfer (automatic)
CONT5703,71,C5703,Month-to-month,Yes,Credit card (automatic)
CONT5704,72,C5704,Two year,No,Bank transfer (automatic)
CONT5705,19,C5705,Month-to-month,Yes,Electronic check
CONT5706,1,C5706,Month-to-month,No,Mailed check
CONT5707,1,C5707,Month-to-month,Yes,Electronic check
CONT5708,2,C5708,Month-to-month,No,Electronic check
CONT5709,11,C5709,Month-to-month,Yes,Credit card (automatic)
CONT5710,12,C5710,One year,No,Mailed check
CONT5711,70,C5711,Two year,Yes,Electronic check
CONT5712,20,C5712,Month-to-month,No,Electronic check
CONT5713,23,C5713,Month-to-month,Yes,Bank transfer (automatic)
CONT5714,49,C5714,Two year,No,Credit card (automatic)
CONT5715,4,C5715,Month-to-month,Yes,Electronic check
CONT5716,32,C5716,Month-to-month,Yes,Credit card (automatic)
CONT5717,2,C5717,Month-to-month,Yes,Electronic check
CONT5718,69,C5718,Two year,No,Credit card (automatic)
CONT5719,6,C5719,Month-to-month,Yes,Credit card (automatic)
CONT5720,24,C5720,Two year,Yes,Mailed check
CONT5721,32,C5721,One year,Yes,Credit card (automatic)
CONT5722,27,C5722,Two year,No,Bank transfer (automatic)
CONT5723,27,C5723,Month-to-month,Yes,Bank transfer (automatic)
CONT5724,58,C5724,Month-to-month,No,Bank transfer (automatic)
CONT5725,1,C5725,Month-to-month,Yes,Mailed check
CONT5726,18,C5726,Two year,Yes,Credit card (automatic)
CONT5727,47,C5727,Two year,Yes,Bank transfer (automatic)
CONT5728,70,C5728,Two year,Yes,Electronic check
CONT5729,13,C5729,Month-to-month,No,Electronic check
CONT5730,36,C5730,Month-to-month,No,Credit card (automatic)
CONT5731,67,C5731,Two year,Yes,Mailed check
