customerID,Subscription_ID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
C5790,SUB5790,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5791,SUB5791,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
C5792,SUB5792,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C5793,SUB5793,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
C5794,SUB5794,Yes,Yes,DSL,No,Yes,No,No,No,No
C5795,SUB5795,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C5796,SUB5796,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
C5797,SUB5797,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
C5798,SUB5798,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
C5799,SUB5799,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C5800,SUB5800,No,No phone service,DSL,No,No,No,No,No,Yes
C5801,SUB5801,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C5802,SUB5802,Yes,Yes,Fiber optic,No,No,No,No,No,No
C5803,SUB5803,Yes,No,DSL,No,Yes,No,No,No,No
C5804,SUB5804,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C5805,SUB5805,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5806,SUB5806,Yes,No,DSL,Yes,No,Yes,No,Yes,No
C5807,SUB5807,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5808,SUB5808,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5809,SUB5809,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C5810,SUB5810,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C5811,SUB5811,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C5812,SUB5812,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
C5813,SUB5813,Yes,No,Fiber optic,No,No,No,No,No,No
C5814,SUB5814,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C5815,SUB5815,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5816,SUB5816,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C5817,SUB5817,Yes,No,DSL,No,No,No,No,No,No
C5818,SUB5818,Yes,No,DSL,No,No,No,No,No,No
C5819,SUB5819,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C5820,SUB5820,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C5821,SUB5821,Yes,No,DSL,Yes,No,No,No,Yes,No
C5822,SUB5822,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5823,SUB5823,Yes,No,Fiber optic,No,No,No,No,No,No
C5824,SUB5824,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5825,SUB5825,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
C5826,SUB5826,Yes,No,Fiber optic,No,No,No,No,No,No
C5827,SUB5827,Yes,No,Fiber optic,No,No,No,No,Yes,No
C5828,SUB5828,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C5829,SUB5829,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5830,SUB5830,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
C5831,SUB5831,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5832,SUB5832,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C5833,SUB5833,Yes,No,Fiber optic,No,No,No,No,No,No
C5834,SUB5834,No,No phone service,DSL,No,Yes,Yes,No,No,No
C5835,SUB5835,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C5836,SUB5836,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5837,SUB5837,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5838,SUB5838,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
C5839,SUB5839,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
C5840,SUB5840,Yes,Yes,Fiber optic,No,No,No,No,No,No
C5841,SUB5841,Yes,No,DSL,Yes,No,No,No,No,No
C5842,SUB5842,No,No phone service,DSL,No,No,No,No,Yes,Yes
C5843,SUB5843,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
C5844,SUB5844,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C5845,SUB5845,Yes,No,Fiber optic,No,No,No,No,No,No
C5846,SUB5846,Yes,Yes,Fiber optic,No,No,No,No,No,No
C5847,SUB5847,Yes,Yes,Fiber optic,No,No,No,No,No,No
C5848,SUB5848,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C5849,SUB5849,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
C5850,SUB5850,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5851,SUB5851,Yes,No,Fiber optic,No,No,No,No,No,No
C5852,SUB5852,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C5853,SUB5853,Yes,No,Fiber optic,No,No,No,No,No,No
C5854,SUB5854,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
C5855,SUB5855,Yes,Yes,DSL,No,No,No,No,No,No
C5856,SUB5856,Yes,No,DSL,Yes,No,No,No,No,No
C5857,SUB5857,Yes,No,DSL,No,No,No,No,No,No
C5858,SUB5858,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C5859,SUB5859,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5860,SUB5860,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C5861,SUB5861,Yes,No,Fiber optic,No,No,No,No,No,No
C5862,SUB5862,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5863,SUB5863,Yes,No,Fiber optic,No,No,No,No,No,No
C5864,SUB5864,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C5865,SUB5865,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5866,SUB5866,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5867,SUB5867,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5868,SUB5868,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5869,SUB5869,Yes,No,DSL,No,No,No,No,No,No
C5870,SUB5870,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C5871,SUB5871,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5872,SUB5872,Yes,Yes,DSL,Yes,No,No,No,No,No
C5873,SUB5873,Yes,No,Fiber optic,No,No,No,No,No,No
C5874,SUB5874,Yes,No,Fiber optic,Yes,No,No,No,No,No
C5875,SUB5875,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C5876,SUB5876,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
C5877,SUB5877,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C5878,SUB5878,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C5879,SUB5879,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5880,SUB5880,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C5881,SUB5881,No,No phone service,DSL,No,Yes,No,No,No,No
C5882,SUB5882,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
C5883,SUB5883,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5884,SUB5884,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5885,SUB5885,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
C5886,SUB5886,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5887,SUB5887,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5888,SUB5888,Yes,No,DSL,Yes,No,No,No,No,No
C5889,SUB5889,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C5890,SUB5890,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
C5891,SUB5891,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
C5892,SUB5892,No,No phone service,DSL,No,No,Yes,No,Yes,No
C5893,SUB5893,Yes,No,DSL,Yes,No,No,No,No,No
C5894,SUB5894,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5895,SUB5895,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C5896,SUB5896,Yes,No,DSL,No,No,Yes,No,Yes,No
C5897,SUB5897,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5898,SUB5898,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5899,SUB5899,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5900,SUB5900,Yes,Yes,Fiber optic,No,No,No,No,No,No
C5901,SUB5901,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
C5902,SUB5902,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C5903,SUB5903,Yes,No,DSL,No,Yes,No,No,No,No
C5904,SUB5904,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
C5905,SUB5905,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C5906,SUB5906,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C5907,SUB5907,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C5908,SUB5908,Yes,No,DSL,No,No,No,No,No,No
C5909,SUB5909,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5910,SUB5910,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C5911,SUB5911,Yes,No,DSL,No,No,Yes,No,Yes,No
C5912,SUB5912,No,No phone service,DSL,Yes,Yes,No,No,No,No
C5913,SUB5913,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C5914,SUB5914,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
C5915,SUB5915,Yes,No,DSL,Yes,No,No,Yes,No,No
C5916,SUB5916,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5917,SUB5917,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C5918,SUB5918,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5919,SUB5919,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5920,SUB5920,Yes,No,DSL,Yes,No,Yes,No,No,Yes
C5921,SUB5921,Yes,No,Fiber optic,No,No,No,No,No,Yes
C5922,SUB5922,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C5923,SUB5923,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C5924,SUB5924,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
C5925,SUB5925,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5926,SUB5926,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
C5927,SUB5927,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
C5928,SUB5928,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5929,SUB5929,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5930,SUB5930,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C5931,SUB5931,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
C5932,SUB5932,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C5933,SUB5933,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C5934,SUB5934,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C5935,SUB5935,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C5936,SUB5936,Yes,No,DSL,No,Yes,No,No,Yes,No
C5937,SUB5937,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5938,SUB5938,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C5939,SUB5939,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C5940,SUB5940,No,No phone service,DSL,Yes,No,Yes,No,No,No
C5941,SUB5941,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
C5942,SUB5942,No,No phone service,DSL,No,Yes,No,Yes,No,No
C5943,SUB5943,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
C5944,SUB5944,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
C5945,SUB5945,Yes,No,DSL,Yes,No,No,Yes,No,No
C5946,SUB5946,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
C5947,SUB5947,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
C5948,SUB5948,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5949,SUB5949,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No
C5950,SUB5950,No,No phone service,DSL,No,Yes,No,Yes,No,Yes
C5951,SUB5951,No,No phone service,DSL,No,No,No,No,No,No
C5952,SUB5952,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
C5953,SUB5953,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5954,SUB5954,Yes,No,DSL,Yes,No,No,No,No,No
C5955,SUB5955,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
C5956,SUB5956,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
C5957,SUB5957,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C5958,SUB5958,Yes,No,Fiber optic,No,No,No,No,No,Yes
C5959,SUB5959,Yes,No,DSL,No,No,No,No,Yes,No
C5960,SUB5960,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5961,SUB5961,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C5962,SUB5962,No,No phone service,DSL,No,No,Yes,Yes,No,No
C5963,SUB5963,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
C5964,SUB5964,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
C5965,SUB5965,Yes,No,DSL,Yes,No,Yes,Yes,No,No
C5966,SUB5966,Yes,No,DSL,Yes,No,Yes,No,No,Yes
C5967,SUB5967,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
C5968,SUB5968,No,No phone service,DSL,No,No,No,No,No,No
C5969,SUB5969,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
C5970,SUB5970,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
C5971,SUB5971,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
C5972,SUB5972,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5973,SUB5973,Yes,Yes,DSL,No,No,No,Yes,No,No
C5974,SUB5974,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C5975,SUB5975,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5976,SUB5976,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
C5977,SUB5977,No,No phone service,DSL,No,Yes,No,Yes,No,No
C5978,SUB5978,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5979,SUB5979,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
C5980,SUB5980,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5981,SUB5981,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
C5982,SUB5982,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5983,SUB5983,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5984,SUB5984,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
C5985,SUB5985,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C5986,SUB5986,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
C5987,SUB5987,Yes,No,Fiber optic,No,No,No,No,No,Yes
C5988,SUB5988,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5989,SUB5989,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5990,SUB5990,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C5991,SUB5991,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C5992,SUB5992,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
C5993,SUB5993,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
C5994,SUB5994,Yes,No,Fiber optic,No,Yes,No,No,No,No
C5995,SUB5995,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C5996,SUB5996,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C5997,SUB5997,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C5998,SUB5998,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C5999,SUB5999,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6000,SUB6000,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C6001,SUB6001,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6002,SUB6002,No,No phone service,DSL,No,No,No,No,No,No
C6003,SUB6003,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C6004,SUB6004,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C6005,SUB6005,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
C6006,SUB6006,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
C6007,SUB6007,No,No phone service,DSL,No,No,No,Yes,No,No
C6008,SUB6008,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
C6009,SUB6009,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6010,SUB6010,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C6011,SUB6011,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6012,SUB6012,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6013,SUB6013,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C6014,SUB6014,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
C6015,SUB6015,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C6016,SUB6016,Yes,No,Fiber optic,Yes,No,No,No,No,No
C6017,SUB6017,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C6018,SUB6018,Yes,No,DSL,No,No,Yes,Yes,No,No
C6019,SUB6019,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6020,SUB6020,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
C6021,SUB6021,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
C6022,SUB6022,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6023,SUB6023,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6024,SUB6024,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6025,SUB6025,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C6026,SUB6026,Yes,No,DSL,No,No,No,No,No,No
C6027,SUB6027,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6028,SUB6028,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6029,SUB6029,Yes,No,Fiber optic,Yes,No,No,Yes,No,No
C6030,SUB6030,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes
C6031,SUB6031,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
C6032,SUB6032,No,No phone service,DSL,No,No,No,Yes,No,No
C6033,SUB6033,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C6034,SUB6034,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C6035,SUB6035,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6036,SUB6036,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C6037,SUB6037,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C6038,SUB6038,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C6039,SUB6039,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C6040,SUB6040,No,No phone service,DSL,No,No,No,No,No,Yes
C6041,SUB6041,Yes,No,Fiber optic,No,No,No,No,No,No
C6042,SUB6042,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6043,SUB6043,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6044,SUB6044,No,No phone service,DSL,No,No,Yes,No,Yes,No
C6045,SUB6045,Yes,Yes,Fiber optic,No,No,No,No,No,No
C6046,SUB6046,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6047,SUB6047,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
C6048,SUB6048,Yes,Yes,DSL,Yes,No,No,No,No,Yes
C6049,SUB6049,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C6050,SUB6050,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6051,SUB6051,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No
C6052,SUB6052,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6053,SUB6053,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
C6054,SUB6054,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6055,SUB6055,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
C6056,SUB6056,Yes,No,DSL,No,No,No,No,No,Yes
C6057,SUB6057,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
C6058,SUB6058,Yes,No,DSL,No,No,No,Yes,Yes,No
C6059,SUB6059,Yes,No,DSL,No,No,No,No,No,No
C6060,SUB6060,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
C6061,SUB6061,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C6062,SUB6062,Yes,Yes,DSL,No,No,No,No,No,No
C6063,SUB6063,Yes,No,Fiber optic,No,Yes,No,No,No,No
C6064,SUB6064,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6065,SUB6065,No,No phone service,DSL,No,No,No,No,Yes,Yes
C6066,SUB6066,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6067,SUB6067,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C6068,SUB6068,No,No phone service,DSL,Yes,No,Yes,No,No,No
C6069,SUB6069,Yes,No,DSL,No,No,No,No,No,No
C6070,SUB6070,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C6071,SUB6071,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
C6072,SUB6072,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C6073,SUB6073,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6074,SUB6074,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6075,SUB6075,No,No phone service,DSL,No,No,No,No,No,No
C6076,SUB6076,Yes,No,DSL,No,Yes,No,Yes,No,Yes
C6077,SUB6077,Yes,No,DSL,Yes,Yes,Yes,No,No,No
C6078,SUB6078,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C6079,SUB6079,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C6080,SUB6080,Yes,Yes,DSL,No,Yes,No,No,No,No
C6081,SUB6081,No,No phone service,DSL,Yes,No,No,No,No,No
C6082,SUB6082,Yes,No,DSL,Yes,No,No,No,No,No
C6083,SUB6083,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C6084,SUB6084,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6085,SUB6085,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C6086,SUB6086,Yes,Yes,DSL,No,No,No,No,No,No
C6087,SUB6087,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes
C6088,SUB6088,No,No phone service,DSL,No,Yes,No,No,Yes,No
C6089,SUB6089,Yes,No,DSL,No,No,No,No,No,Yes
C6090,SUB6090,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C6091,SUB6091,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C6092,SUB6092,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C6093,SUB6093,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
C6094,SUB6094,No,No phone service,DSL,No,No,Yes,Yes,No,Yes
C6095,SUB6095,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6096,SUB6096,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6097,SUB6097,Yes,No,Fiber optic,No,No,No,No,No,No
C6098,SUB6098,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C6099,SUB6099,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes
C6100,SUB6100,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6101,SUB6101,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C6102,SUB6102,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C6103,SUB6103,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
C6104,SUB6104,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6105,SUB6105,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6106,SUB6106,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C6107,SUB6107,Yes,No,DSL,Yes,No,Yes,No,No,No
C6108,SUB6108,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6109,SUB6109,No,No phone service,DSL,No,No,No,No,No,No
C6110,SUB6110,Yes,Yes,DSL,No,Yes,No,No,No,No
C6111,SUB6111,Yes,No,DSL,No,Yes,No,No,No,Yes
C6112,SUB6112,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C6113,SUB6113,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C6114,SUB6114,Yes,Yes,Fiber optic,No,No,No,No,No,No
C6115,SUB6115,Yes,No,DSL,No,Yes,No,Yes,Yes,No
C6116,SUB6116,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C6117,SUB6117,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
C6118,SUB6118,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C6119,SUB6119,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C6120,SUB6120,Yes,No,DSL,No,Yes,No,No,No,No
C6121,SUB6121,Yes,No,DSL,No,Yes,No,No,Yes,No
C6122,SUB6122,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
