CustomerID,Billing_ID,MonthlyCharges,TotalCharges
C5409,BILL5409,24.95,1288
C5410,BILL5410,89.15,2277.65
C5411,BILL5411,99,6375.8
C5412,BILL5412,24.8,24.8
C5413,BILL5413,85.55,5251.75
C5414,BILL5414,94,1505.45
C5415,BILL5415,105.65,6903.1
C5416,BILL5416,50.3,913.3
C5417,BILL5417,95,5535.8
C5418,BILL5418,61.4,815.55
C5419,BILL5419,80.55,1411.65
C5420,BILL5420,78.5,5602.25
C5421,BILL5421,114.3,8244.3
C5422,BILL5422,20.05,741.5
C5423,BILL5423,62.65,4375.8
C5424,BILL5424,80.85,1008.7
C5425,BILL5425,92.7,5968.4
C5426,BILL5426,100.45,3096.9
C5427,BILL5427,75.2,3901.25
C5428,BILL5428,84.75,2613.4
C5429,BILL5429,89.45,853.1
C5430,BILL5430,79.5,5661.7
C5431,BILL5431,72.15,794.25
C5432,BILL5432,19.8,695.05
C5433,BILL5433,76.4,160.8
C5434,BILL5434,100.9,5552.05
C5435,BILL5435,95.3,3275.15
C5436,BILL5436,90.95,4236.6
C5437,BILL5437,54.5,54.5
C5438,BILL5438,61.6,1174.35
C5439,BILL5439,79.9,741.7
C5440,BILL5440,96.15,3019.25
C5441,BILL5441,49.6,962.9
C5442,BILL5442,65.3,4759.75
C5443,BILL5443,25,1498.35
C5444,BILL5444,45.45,1233.15
C5445,BILL5445,107.75,4882.8
C5446,BILL5446,89.1,5411.65
C5447,BILL5447,19.65,19.65
C5448,BILL5448,44.75,148.05
C5449,BILL5449,101.6,3930.55
C5450,BILL5450,103.15,6895.5
C5451,BILL5451,84.65,84.65
C5452,BILL5452,95.65,6856.95
C5453,BILL5453,75.1,2658.8
C5454,BILL5454,61.35,3766.2
C5455,BILL5455,69.55,69.55
C5456,BILL5456,19.7,129.55
C5457,BILL5457,31.05,347.25
C5458,BILL5458,51,581.7
C5459,BILL5459,51,354.05
C5460,BILL5460,88.85,929.45
C5461,BILL5461,20.05,679
C5462,BILL5462,65.1,3846.75
C5463,BILL5463,70.15,4480.7
C5464,BILL5464,44.35,44.35
C5465,BILL5465,20.75,499.4
C5466,BILL5466,56.05,1553.2
C5467,BILL5467,19.95,219.5
C5468,BILL5468,98.6,5311.85
C5469,BILL5469,79.7,586.05
C5470,BILL5470,79,2576.8
C5471,BILL5471,89.45,6435.25
C5472,BILL5472,74.2,1993.25
C5473,BILL5473,81,1923.85
C5474,BILL5474,49.6,939.8
C5475,BILL5475,84.6,84.6
C5476,BILL5476,55,3092.65
C5477,BILL5477,84.85,415.55
C5478,BILL5478,84.2,5986.55
C5479,BILL5479,106.3,5487
C5480,BILL5480,69.05,651.5
C5481,BILL5481,45.4,45.4
C5482,BILL5482,73.65,73.65
C5483,BILL5483,73.9,2405.05
C5484,BILL5484,77.75,4458.15
C5485,BILL5485,99.35,6856.45
C5486,BILL5486,50.75,50.75
C5487,BILL5487,87.1,4735.2
C5488,BILL5488,20.15,682.15
C5489,BILL5489,98.7,4525.8
C5490,BILL5490,25.2,321.05
C5491,BILL5491,55.7,335.65
C5492,BILL5492,65.35,1424.4
C5493,BILL5493,25.3,1748.55
C5494,BILL5494,84.35,474.9
C5495,BILL5495,84.95,668.4
C5496,BILL5496,73.85,926.25
C5497,BILL5497,24.25,1077.95
C5498,BILL5498,51.8,2541.25
C5499,BILL5499,46,46
C5500,BILL5500,79.4,1156.1
C5501,BILL5501,60.5,3694.45
C5502,BILL5502,25.1,382.8
C5503,BILL5503,71.8,1167.8
C5504,BILL5504,20.05,746.75
C5505,BILL5505,88.4,3912.9
C5506,BILL5506,30.25,368.85
C5507,BILL5507,20.2,20.2
C5508,BILL5508,59.9,1654.7
C5509,BILL5509,25.15,1940.85
C5510,BILL5510,46,221.7
C5511,BILL5511,101.3,1794.65
C5512,BILL5512,76.95,5289.8
C5513,BILL5513,55.3,501.2
C5514,BILL5514,92.45,6140.85
C5515,BILL5515,48.45,48.45
C5516,BILL5516,19.35,309.25
C5517,BILL5517,51.75,201.1
C5518,BILL5518,86.7,6179.35
C5519,BILL5519,94.4,2.00
C5520,BILL5520,55.7,555.7
C5521,BILL5521,84.25,4589.85
C5522,BILL5522,64.65,3735.45
C5523,BILL5523,70.15,70.15
C5524,BILL5524,69.2,477.55
C5525,BILL5525,54.65,2553.7
C5526,BILL5526,24.75,1342.15
C5527,BILL5527,23.95,1216.35
C5528,BILL5528,105,7578.05
C5529,BILL5529,59.85,2603.95
C5530,BILL5530,20.05,42.7
C5531,BILL5531,92.15,6056.9
C5532,BILL5532,44.8,2983.65
C5533,BILL5533,20.9,689.35
C5534,BILL5534,95.4,2025.1
C5535,BILL5535,80.35,1747.2
C5536,BILL5536,85.1,4657.95
C5537,BILL5537,34.7,296.1
C5538,BILL5538,115.05,8016.6
C5539,BILL5539,81.1,81.1
C5540,BILL5540,19.95,433.5
C5541,BILL5541,20.55,20.55
C5542,BILL5542,106.6,6428.4
C5543,BILL5543,86.15,5883.85
C5544,BILL5544,78.85,1043.8
C5545,BILL5545,106.75,6252.9
C5546,BILL5546,86.55,1857.25
C5547,BILL5547,42.4,146.4
C5548,BILL5548,89.45,240.45
C5549,BILL5549,24.25,1724.15
C5550,BILL5550,97.9,315.3
C5551,BILL5551,20.5,429.55
C5552,BILL5552,19.6,356.15
C5553,BILL5553,20.25,488.25
C5554,BILL5554,55.7,55.7
C5555,BILL5555,20.6,1298.7
C5556,BILL5556,19.8,1378.75
C5557,BILL5557,79.8,973.45
C5558,BILL5558,80.2,384.25
C5559,BILL5559,116.4,8543.25
C5560,BILL5560,31.65,389.95
C5561,BILL5561,94.15,5731.85
C5562,BILL5562,20.65,20.65
C5563,BILL5563,76.85,4275.75
C5564,BILL5564,20.15,84.5
C5565,BILL5565,55.25,1924.1
C5566,BILL5566,39.05,669.85
C5567,BILL5567,82.15,5784.3
C5568,BILL5568,103,5166.2
C5569,BILL5569,95.1,4060.55
C5570,BILL5570,83.9,267.4
C5571,BILL5571,95.15,3532.85
C5572,BILL5572,79.8,4914.8
C5573,BILL5573,74.8,5315.8
C5574,BILL5574,69.85,69.85
C5575,BILL5575,20.45,775.6
C5576,BILL5576,78.35,5445.95
C5577,BILL5577,53.55,53.55
C5578,BILL5578,19.1,1007.8
C5579,BILL5579,20,833.55
C5580,BILL5580,93.9,6579.05
C5581,BILL5581,19.95,1004.5
C5582,BILL5582,113.15,7856
C5583,BILL5583,24,1183.05
C5584,BILL5584,84.95,2169.75
C5585,BILL5585,80.5,896.9
C5586,BILL5586,19.3,19.3
C5587,BILL5587,19.15,501.35
C5588,BILL5588,91.3,4126.35
C5589,BILL5589,49.65,49.65
C5590,BILL5590,54.35,2460.15
C5591,BILL5591,19.15,477.6
C5592,BILL5592,88.45,370.65
C5593,BILL5593,19.75,265.75
C5594,BILL5594,75.5,2424.45
C5595,BILL5595,83.75,1849.95
C5596,BILL5596,19.4,61.05
C5597,BILL5597,26.5,1698.55
C5598,BILL5598,90.5,1910.6
C5599,BILL5599,19.15,998.1
C5600,BILL5600,94.85,890.6
C5601,BILL5601,69.95,529.5
C5602,BILL5602,40.9,1383.6
C5603,BILL5603,80.25,493.4
C5604,BILL5604,48.6,48.6
C5605,BILL5605,70.8,1207
C5606,BILL5606,60.2,563.5
C5607,BILL5607,55.2,864.55
C5608,BILL5608,55.8,2109.35
C5609,BILL5609,54.15,701.05
C5610,BILL5610,80.15,2265.25
C5611,BILL5611,75.5,220.6
C5612,BILL5612,100.4,5749.8
C5613,BILL5613,62.55,2796.45
C5614,BILL5614,70.45,5165.7
C5615,BILL5615,85.5,5696.6
C5616,BILL5616,20.2,20.2
C5617,BILL5617,54.5,2076.05
C5618,BILL5618,20.75,44.2
C5619,BILL5619,20.35,215.25
C5620,BILL5620,91,1859.5
C5621,BILL5621,104.8,7470.1
C5622,BILL5622,74.75,229.5
C5623,BILL5623,104.05,2470.1
C5624,BILL5624,51.1,2092.9
C5625,BILL5625,89.8,5629.55
C5626,BILL5626,20.55,469.85
C5627,BILL5627,64.05,733.95
C5628,BILL5628,74.85,485.25
C5629,BILL5629,96.65,1244.5
C5630,BILL5630,20.05,20.05
C5631,BILL5631,103.45,3994.45
C5632,BILL5632,25,78.25
C5633,BILL5633,20.3,1131.5
C5634,BILL5634,26.35,184.05
C5635,BILL5635,19.9,19.9
C5636,BILL5636,54.7,1178.75
C5637,BILL5637,46.35,667.7
C5638,BILL5638,90.25,5629.15
C5639,BILL5639,19.95,19.95
C5640,BILL5640,20.65,109.3
C5641,BILL5641,79.6,79.6
C5642,BILL5642,25.45,958.45
C5643,BILL5643,19.5,403.15
C5644,BILL5644,75.9,75.9
C5645,BILL5645,76.2,76.2
C5646,BILL5646,66.15,4392.5
C5647,BILL5647,19.25,19.25
C5648,BILL5648,69.1,3168
C5649,BILL5649,39.1,1096.6
C5650,BILL5650,20.05,669.45
C5651,BILL5651,59.8,2343.85
C5652,BILL5652,84.3,3588.4
C5653,BILL5653,48.6,48.6
C5654,BILL5654,79,522.95
C5655,BILL5655,105.35,7511.9
C5656,BILL5656,25.1,1725
C5657,BILL5657,49.75,49.75
C5658,BILL5658,94.75,1691.9
C5659,BILL5659,93,2248.05
C5660,BILL5660,71.9,4479.2
C5661,BILL5661,77.55,3471.1
C5662,BILL5662,19.85,63
C5663,BILL5663,70.25,70.25
C5664,BILL5664,95.25,3314.15
C5665,BILL5665,84.6,865.55
C5666,BILL5666,25.05,852.7
C5667,BILL5667,53.15,1930.9
C5668,BILL5668,20.15,91.4
C5669,BILL5669,101.25,3949.15
C5670,BILL5670,100.55,4304
C5671,BILL5671,24.1,409.9
C5672,BILL5672,25.3,1554.9
C5673,BILL5673,71.8,3472.05
C5674,BILL5674,19.7,117.8
C5675,BILL5675,49.85,3210.35
C5676,BILL5676,69.6,207.4
C5677,BILL5677,19.75,19.75
C5678,BILL5678,80.8,3132.75
C5679,BILL5679,60,60
C5680,BILL5680,86.55,649.65
C5681,BILL5681,20.85,20.85
C5682,BILL5682,64.2,2106.3
C5683,BILL5683,35,35
C5684,BILL5684,50.75,2011.4
C5685,BILL5685,105.5,6205.5
C5686,BILL5686,19.2,903.7
C5687,BILL5687,85.15,503.6
C5688,BILL5688,90.65,3882.3
C5689,BILL5689,20,879.8
C5690,BILL5690,74.65,383.65
C5691,BILL5691,61.2,4390.25
C5692,BILL5692,19.95,68.2
C5693,BILL5693,54.8,452.8
C5694,BILL5694,73.45,5329
C5695,BILL5695,51.45,1758.9
C5696,BILL5696,80.45,5737.6
C5697,BILL5697,54.2,1152.7
C5698,BILL5698,109.5,7674.55
C5699,BILL5699,104.4,2157.95
C5700,BILL5700,85.3,1219.85
C5701,BILL5701,79.3,2414.55
C5702,BILL5702,76.5,1155.6
C5703,BILL5703,105.1,7548.1
C5704,BILL5704,25.4,1809.35
C5705,BILL5705,86.85,1564.4
C5706,BILL5706,19.65,19.65
C5707,BILL5707,75.7,75.7
C5708,BILL5708,45.55,84.4
C5709,BILL5709,78.1,864.85
C5710,BILL5710,19.3,228.75
C5711,BILL5711,110.5,7752.05
C5712,BILL5712,90.8,1951
C5713,BILL5713,20.3,470.6
C5714,BILL5714,81.35,4060.9
C5715,BILL5715,97.95,384.5
C5716,BILL5716,108.15,3432.9
C5717,BILL5717,55.3,108.65
C5718,BILL5718,56.55,3952.65
C5719,BILL5719,80.5,463.05
C5720,BILL5720,19.7,494.05
C5721,BILL5721,104.05,3416.85
C5722,BILL5722,52.85,1498.65
C5723,BILL5723,104.3,2867.75
C5724,BILL5724,80.65,4807.35
C5725,BILL5725,71.35,71.35
C5726,BILL5726,24.65,471.35
C5727,BILL5727,21.3,1041.8
C5728,BILL5728,110.2,7689.8
C5729,BILL5729,89.4,1132.35
C5730,BILL5730,51.05,1815
C5731,BILL5731,19.8,1311.3
C5732,BILL5732,19.9,199.45
C5733,BILL5733,87.3,1637.3
C5734,BILL5734,19.85,1326.35
C5735,BILL5735,89.4,6376.55
C5736,BILL5736,20,935.9
C5737,BILL5737,20.05,20.05
C5738,BILL5738,83.25,1611.15
C5739,BILL5739,20.6,20.6
C5740,BILL5740,102.9,6989.7
C5741,BILL5741,39.1,2779.5
C5742,BILL5742,99.95,1931.75
C5743,BILL5743,114.5,8331.95
C5744,BILL5744,20.2,735.9
C5745,BILL5745,55.8,2283.3
C5746,BILL5746,24.2,1445.2
C5747,BILL5747,81,818.05
C5748,BILL5748,72.8,2333.05
C5749,BILL5749,99.85,1992.55
C5750,BILL5750,99.5,5890
C5751,BILL5751,70.15,916.75
C5752,BILL5752,20.25,1029.8
C5753,BILL5753,26,1796.55
C5754,BILL5754,19.9,33.7
C5755,BILL5755,19.05,454.05
C5756,BILL5756,96.5,1392.25
C5757,BILL5757,19.85,1049.6
C5758,BILL5758,25.7,734.6
C5759,BILL5759,20.3,475.1
C5760,BILL5760,70.15,70.15
C5761,BILL5761,91.55,1540.05
C5762,BILL5762,39.4,1978.65
C5763,BILL5763,105.7,3181.8
C5764,BILL5764,70.25,229.7
C5765,BILL5765,93.75,5625.55
C5766,BILL5766,96.55,6581.9
C5767,BILL5767,60,1347.15
C5768,BILL5768,59.8,3808.2
C5769,BILL5769,90.65,3974.15
C5770,BILL5770,109,7661.8
C5771,BILL5771,68.1,2479.25
C5772,BILL5772,20.4,266.6
C5773,BILL5773,81.95,5601.4
C5774,BILL5774,60.55,1982.6
C5775,BILL5775,65.6,339.9
C5776,BILL5776,82.5,4828.05
C5777,BILL5777,82.3,5980.55
C5778,BILL5778,68.15,4808.7
C5779,BILL5779,20.3,20.3
C5780,BILL5780,95.55,3692.85
C5781,BILL5781,20.2,1068.15
C5782,BILL5782,89.2,2383.6
C5783,BILL5783,69.65,69.65
C5784,BILL5784,89.3,89.3
C5785,BILL5785,74.8,1438.05
C5786,BILL5786,20.2,917.45
C5787,BILL5787,84.4,6096.45
C5788,BILL5788,87.55,3078.1
C5789,BILL5789,25.15,99.95
C5790,BILL5790,19.8,475.2
C5791,BILL5791,50.85,2036.55
C5792,BILL5792,102.4,6444.05
C5793,BILL5793,96.3,1426.75
C5794,BILL5794,55.5,767.55
C5795,BILL5795,109.75,7932.5
C5796,BILL5796,106.4,4040.65
C5797,BILL5797,60,2768.65
C5798,BILL5798,88.8,1672.35
C5799,BILL5799,85.2,474.8
C5800,BILL5800,35.1,446.1
C5801,BILL5801,80.05,1345.65
C5802,BILL5802,75.55,2425.4
C5803,BILL5803,49.55,2077.95
C5804,BILL5804,81.3,416.3
C5805,BILL5805,23.9,1663.5
C5806,BILL5806,66.4,1286.05
C5807,BILL5807,19.6,35.85
C5808,BILL5808,18.8,1094.35
C5809,BILL5809,108.4,7719.5
C5810,BILL5810,85.95,514.6
C5811,BILL5811,85.45,1451.6
C5812,BILL5812,80.9,4932.5
C5813,BILL5813,71,71
C5814,BILL5814,111.8,5443.65
C5815,BILL5815,20.6,330.25
C5816,BILL5816,85.05,746.5
C5817,BILL5817,44.6,122.7
C5818,BILL5818,44.4,44.4
C5819,BILL5819,105.1,6631.85
C5820,BILL5820,115.15,8250
C5821,BILL5821,59.8,3561.15
C5822,BILL5822,26.3,1763.55
C5823,BILL5823,70.55,2419
C5824,BILL5824,20.05,470.2
C5825,BILL5825,79.85,5234.95
C5826,BILL5826,70.3,70.3
C5827,BILL5827,79.35,79.35
C5828,BILL5828,90.05,3097
C5829,BILL5829,24.45,1709.1
C5830,BILL5830,59.95,1848.8
C5831,BILL5831,25.35,723.3
C5832,BILL5832,90.8,809.75
C5833,BILL5833,70.45,1470.95
C5834,BILL5834,34.3,577.15
C5835,BILL5835,105.05,6914.95
C5836,BILL5836,19.3,602.9
C5837,BILL5837,19.15,124.4
C5838,BILL5838,51.4,96.8
C5839,BILL5839,71.85,3827.9
C5840,BILL5840,75.4,533.05
C5841,BILL5841,49.7,2961.4
C5842,BILL5842,45.25,3264.45
C5843,BILL5843,78.75,995.35
C5844,BILL5844,81.6,2815.25
C5845,BILL5845,70.4,154.8
C5846,BILL5846,75.8,246.3
C5847,BILL5847,76.1,257.6
C5848,BILL5848,94,5757.2
C5849,BILL5849,103.95,7517.7
C5850,BILL5850,19.95,1234.8
C5851,BILL5851,71.3,1389.2
C5852,BILL5852,110.8,3836.3
C5853,BILL5853,69.1,1474.75
C5854,BILL5854,96.1,6001.45
C5855,BILL5855,48.8,720.1
C5856,BILL5856,50.55,2832.75
C5857,BILL5857,44.65,472.25
C5858,BILL5858,88.25,1460.65
C5859,BILL5859,19.45,1336.35
C5860,BILL5860,89.3,6388.65
C5861,BILL5861,70,153.05
C5862,BILL5862,19.25,677.9
C5863,BILL5863,70.5,1165.6
C5864,BILL5864,97.35,2119.5
C5865,BILL5865,19.65,921.55
C5866,BILL5866,20.85,72
C5867,BILL5867,19.65,68.35
C5868,BILL5868,19.35,847.25
C5869,BILL5869,44,44
C5870,BILL5870,94.4,4295.35
C5871,BILL5871,25.9,135
C5872,BILL5872,55.65,1400.55
C5873,BILL5873,69.65,69.65
C5874,BILL5874,75.4,1380.4
C5875,BILL5875,100.6,1060.2
C5876,BILL5876,71,4386.2
C5877,BILL5877,86,86
C5878,BILL5878,106.95,5785.5
C5879,BILL5879,21.2,52.05
C5880,BILL5880,61.05,2018.4
C5881,BILL5881,29.6,79.45
C5882,BILL5882,79.95,2727.3
C5883,BILL5883,19.7,263.65
C5884,BILL5884,20.3,275.4
C5885,BILL5885,59.9,2816.65
C5886,BILL5886,24.35,538.5
C5887,BILL5887,19.75,948.9
C5888,BILL5888,50.3,846.8
C5889,BILL5889,95.6,4783.5
C5890,BILL5890,50.25,2997.45
C5891,BILL5891,85.35,5897.4
C5892,BILL5892,41.6,470.6
C5893,BILL5893,51.65,524.5
C5894,BILL5894,24,269.65
C5895,BILL5895,100.85,4740
C5896,BILL5896,59.85,2341.5
C5897,BILL5897,25.45,1789.65
C5898,BILL5898,23.9,1626.4
C5899,BILL5899,24.15,800.3
C5900,BILL5900,75.7,5060.85
C5901,BILL5901,40.2,1448.8
C5902,BILL5902,84.5,4254.85
C5903,BILL5903,50.85,466.6
C5904,BILL5904,91.6,4627.8
C5905,BILL5905,98.9,6838.6
C5906,BILL5906,85,85
C5907,BILL5907,78.95,1101.85
C5908,BILL5908,44.3,44.3
C5909,BILL5909,20.2,20.2
C5910,BILL5910,80.2,4297.6
C5911,BILL5911,60.9,414.1
C5912,BILL5912,34.2,256.6
C5913,BILL5913,85.2,3969.35
C5914,BILL5914,87.15,2274.1
C5915,BILL5915,54.3,1296.8
C5916,BILL5916,19.1,1268.85
C5917,BILL5917,112.75,8192.6
C5918,BILL5918,19.95,59.25
C5919,BILL5919,19.5,1147.85
C5920,BILL5920,65.55,4361.55
C5921,BILL5921,78.8,2006.1
C5922,BILL5922,78.2,2078.95
C5923,BILL5923,105.25,7609.75
C5924,BILL5924,89.25,487.05
C5925,BILL5925,20.65,1218.45
C5926,BILL5926,68.7,1416.2
C5927,BILL5927,78.65,483.3
C5928,BILL5928,24.75,1234.6
C5929,BILL5929,19.75,1311.6
C5930,BILL5930,89.1,5618.3
C5931,BILL5931,84.7,6185.15
C5932,BILL5932,98,1237.85
C5933,BILL5933,94.45,498.1
C5934,BILL5934,105,294.45
C5935,BILL5935,93.85,2381.55
C5936,BILL5936,59.9,788.35
C5937,BILL5937,19.95,756.4
C5938,BILL5938,84,613.4
C5939,BILL5939,108.9,3625.2
C5940,BILL5940,33.6,550.35
C5941,BILL5941,85.85,4793.8
C5942,BILL5942,34.85,1267.2
C5943,BILL5943,48.75,442.2
C5944,BILL5944,84.85,84.85
C5945,BILL5945,56.65,654.85
C5946,BILL5946,95.3,5567.45
C5947,BILL5947,73.9,3160.55
C5948,BILL5948,24.5,740.3
C5949,BILL5949,84.6,5706.2
C5950,BILL5950,44.95,3085.35
C5951,BILL5951,24.7,24.7
C5952,BILL5952,100.3,3541.4
C5953,BILL5953,25.45,84.2
C5954,BILL5954,50.7,50.7
C5955,BILL5955,55,1165.55
C5956,BILL5956,68.4,4855.35
C5957,BILL5957,89.9,2806.9
C5958,BILL5958,78.55,1422.65
C5959,BILL5959,55.05,608.15
C5960,BILL5960,19.8,641.35
C5961,BILL5961,84.45,4959.15
C5962,BILL5962,35.9,35.9
C5963,BILL5963,80.75,1321.3
C5964,BILL5964,78.65,1663.75
C5965,BILL5965,61.75,3024.15
C5966,BILL5966,63.7,2188.5
C5967,BILL5967,99.45,4138.05
C5968,BILL5968,25.2,102.5
C5969,BILL5969,74.05,872.65
C5970,BILL5970,87.6,2724.25
C5971,BILL5971,89.15,413.25
C5972,BILL5972,20,1374.2
C5973,BILL5973,55,757.1
C5974,BILL5974,104.4,6692.65
C5975,BILL5975,20.05,218.5
C5976,BILL5976,89.75,608.8
C5977,BILL5977,34.3,1004.75
C5978,BILL5978,20.65,1125.6
C5979,BILL5979,84.25,3847.6
C5980,BILL5980,19.65,978
C5981,BILL5981,79.85,1387.35
C5982,BILL5982,20.2,746.05
C5983,BILL5983,19.8,304.6
C5984,BILL5984,50.35,1098.85
C5985,BILL5985,85.15,1139.2
C5986,BILL5986,74.6,4368.95
C5987,BILL5987,79.15,827.7
C5988,BILL5988,20.35,20.35
C5989,BILL5989,21.05,262.05
C5990,BILL5990,94.6,279.55
C5991,BILL5991,94.7,3512.5
C5992,BILL5992,94.25,1483.25
C5993,BILL5993,72.45,4653.85
C5994,BILL5994,74.95,151.75
C5995,BILL5995,105.2,4400.75
C5996,BILL5996,111.95,8033.1
C5997,BILL5997,19.85,1253.65
C5998,BILL5998,89.75,552.65
C5999,BILL5999,20.05,1036
C6000,BILL6000,108.95,4025.5
C6001,BILL6001,19.65,928.4
C6002,BILL6002,24.9,24.9
C6003,BILL6003,82.85,460.25
C6004,BILL6004,93.2,6506.15
C6005,BILL6005,84.8,5598.3
C6006,BILL6006,71.75,4374.55
C6007,BILL6007,30.35,678.75
C6008,BILL6008,54.85,2191.7
C6009,BILL6009,19.5,239.75
C6010,BILL6010,103.85,5485.5
C6011,BILL6011,24.2,609.05
C6012,BILL6012,19.35,683.75
C6013,BILL6013,83.6,404.2
C6014,BILL6014,100.65,5189.75
C6015,BILL6015,94.1,5060.9
C6016,BILL6016,74.55,233.65
C6017,BILL6017,108.45,7176.55
C6018,BILL6018,56.15,291.45
C6019,BILL6019,20.35,689.75
C6020,BILL6020,80.55,3263.9
C6021,BILL6021,61.25,1993.2
C6022,BILL6022,20.45,254.5
C6023,BILL6023,18.9,347.65
C6024,BILL6024,19.6,967.9
C6025,BILL6025,91.5,242.95
C6026,BILL6026,45.2,1841.9
C6027,BILL6027,19.45,232.1
C6028,BILL6028,25.45,809.25
C6029,BILL6029,80.85,866.45
C6030,BILL6030,94.9,360.55
C6031,BILL6031,49.05,2076.2
C6032,BILL6032,29.3,355.9
C6033,BILL6033,105.3,7299.65
C6034,BILL6034,88.95,2291.2
C6035,BILL6035,20.25,129.15
C6036,BILL6036,110.85,7491.75
C6037,BILL6037,110.5,5835.5
C6038,BILL6038,109.4,7031.45
C6039,BILL6039,114.2,7723.9
C6040,BILL6040,36.5,1032
C6041,BILL6041,70.75,70.75
C6042,BILL6042,19.95,109.6
C6043,BILL6043,19.6,727.8
C6044,BILL6044,40.15,130.75
C6045,BILL6045,76.6,893
C6046,BILL6046,19.6,763.1
C6047,BILL6047,85.3,781.4
C6048,BILL6048,65.85,902.25
C6049,BILL6049,94.45,2653.65
C6050,BILL6050,20.05,1016.7
C6051,BILL6051,99.4,5943.65
C6052,BILL6052,20,275.7
C6053,BILL6053,78.45,3126.45
C6054,BILL6054,25.1,1070.15
C6055,BILL6055,97.35,3457.9
C6056,BILL6056,55,340.4
C6057,BILL6057,71.1,4299.2
C6058,BILL6058,61.55,1093.2
C6059,BILL6059,45.9,521.9
C6060,BILL6060,40.3,1630.4
C6061,BILL6061,87.1,713.6
C6062,BILL6062,49.5,1265.65
C6063,BILL6063,73.8,4003.85
C6064,BILL6064,19.2,1401.4
C6065,BILL6065,45.3,45.3
C6066,BILL6066,25,1510.5
C6067,BILL6067,94.95,178.1
C6068,BILL6068,35.3,264.8
C6069,BILL6069,44.55,480.6
C6070,BILL6070,76.75,4541.9
C6071,BILL6071,81,4976.15
C6072,BILL6072,105.55,7542.25
C6073,BILL6073,18.8,251.25
C6074,BILL6074,24.9,1595.5
C6075,BILL6075,23.45,23.45
C6076,BILL6076,64.9,685.55
C6077,BILL6077,61.35,3874.1
C6078,BILL6078,113.95,6891.4
C6079,BILL6079,90.15,4916.95
C6080,BILL6080,54.1,1373
C6081,BILL6081,29.7,29.7
C6082,BILL6082,49.8,49.8
C6083,BILL6083,101.1,6039.9
C6084,BILL6084,24.4,1548.65
C6085,BILL6085,95,3440.25
C6086,BILL6086,50.65,151.3
C6087,BILL6087,69.9,4226.7
C6088,BILL6088,39.95,1023.75
C6089,BILL6089,55.4,55.4
C6090,BILL6090,90.6,90.6
C6091,BILL6091,103.25,7074.4
C6092,BILL6092,86.85,156.35
C6093,BILL6093,94.25,6849.75
C6094,BILL6094,47.05,3263.6
C6095,BILL6095,20.55,1252.85
C6096,BILL6096,19.65,67.55
C6097,BILL6097,70.2,70.2
C6098,BILL6098,81,5750
C6099,BILL6099,75.9,1549.75
C6100,BILL6100,24.7,1810.55
C6101,BILL6101,99.05,2952.85
C6102,BILL6102,110.25,7467.55
C6103,BILL6103,85,5484.4
C6104,BILL6104,19.75,294.9
C6105,BILL6105,23.9,97.5
C6106,BILL6106,111.25,5916.45
C6107,BILL6107,55.1,113.35
C6108,BILL6108,19.95,19.95
C6109,BILL6109,25.15,476.8
C6110,BILL6110,54.15,101.65
C6111,BILL6111,59.8,1130.85
C6112,BILL6112,83.85,3532.25
C6113,BILL6113,104.9,6891.45
C6114,BILL6114,75.3,1570.7
C6115,BILL6115,66.65,520.95
C6116,BILL6116,109.5,7854.9
C6117,BILL6117,73.85,3581.4
C6118,BILL6118,19.3,1447.9
C6119,BILL6119,118.2,8547.15
C6120,BILL6120,51.45,727.85
C6121,BILL6121,59.45,357.6
C6122,BILL6122,19.5,159.35
C6123,BILL6123,19.55,280.85
C6124,BILL6124,93.55,6069.25
C6125,BILL6125,59.3,3274.35
C6126,BILL6126,102.25,1359
C6127,BILL6127,95.9,1777.9
C6128,BILL6128,109.8,6109.65
C6129,BILL6129,78.1,1122.4
C6130,BILL6130,39.9,2020.9
C6131,BILL6131,64.9,3795.45
C6132,BILL6132,95.05,4504.55
C6133,BILL6133,53.4,3579.15
C6134,BILL6134,24.9,49.7
C6135,BILL6135,44.7,276.5
C6136,BILL6136,114,8175.9
C6137,BILL6137,20.25,890.35
C6138,BILL6138,53.85,259.8
C6139,BILL6139,83.85,5588.8
C6140,BILL6140,20.2,50.6
C6141,BILL6141,19.95,58
C6142,BILL6142,104.2,5568.35
C6143,BILL6143,50.25,2203.65
C6144,BILL6144,20.35,938.95
C6145,BILL6145,90,2024.1
C6146,BILL6146,54.2,3623.95
C6147,BILL6147,99.5,2369.05
C6148,BILL6148,99.1,3877.95
C6149,BILL6149,66.9,4577.9
C6150,BILL6150,25.85,25.85
C6151,BILL6151,91.05,2871.5
C6152,BILL6152,71,672.55
C6153,BILL6153,93.2,1573.7
C6154,BILL6154,20.95,1270.55
C6155,BILL6155,109.2,7711.45
C6156,BILL6156,19.35,126.05
C6157,BILL6157,85.8,2193.65
C6158,BILL6158,19.85,64.55
C6159,BILL6159,19.65,31.2
C6160,BILL6160,20.5,38.25
C6161,BILL6161,89.65,3348.1
C6162,BILL6162,74.35,533.6
C6163,BILL6163,49.45,2907.55
C6164,BILL6164,89.1,1620.8
C6165,BILL6165,75.15,3480.35
C6166,BILL6166,70.65,293.85
C6167,BILL6167,104.2,3243.45
C6168,BILL6168,90.05,4137.2
C6169,BILL6169,79.25,79.25
